239	0.047929	Historical	-117.2366403	32.6723289
240	0.047929	Historical	-117.2365615	32.67117014
241	0.047929	Historical	-117.237462	32.67051155
242	0.047929	Historical	-117.2377309	32.66956398
243	0.047929	Historical	-117.2374311	32.66872614
244	0.047929	Historical	-117.2376606	32.66785422
245	0.047929	Historical	-117.2386564	32.66731723
246	0.047929	Historical	-117.2391418	32.66674772
247	0.047929	Historical	-117.2397943	32.66627722
248	0.047929	Historical	-117.2407614	32.66583219
249	0.047929	Historical	-117.2417233	32.66542701
250	0.047929	Historical	-117.2426129	32.66498806
251	0.057019	Historical	-117.2433897	32.66552857
252	0.057019	Historical	-117.2440571	32.66620111
253	0.069836	Historical	-117.2444435	32.66690408
254	0.045815	Historical	-117.244784	32.66775321
255	0.042387	Historical	-117.2445585	32.66853429
256	0.0631	Historical	-117.2449139	32.66936174
257	0.061165	Historical	-117.244951	32.67001431
258	0.047195	Historical	-117.2449259	32.67090654
259	0.092155	Historical	-117.2450098	32.67183935
260	0.076043	Historical	-117.2454418	32.67271386
261	0.10702	Historical	-117.2450389	32.67372222
262	0.093882	Historical	-117.2455977	32.67445282
263	0.082993	Historical	-117.2463131	32.67509451
264	0.12136	Historical	-117.2465953	32.67594444
265	0.15411	Historical	-117.2466715	32.67688545
266	0.15412	Historical	-117.2471679	32.67768505
267	0.15412	Historical	-117.2474503	32.6785282
268	0.31042	Historical	-117.247845	32.67939623
269	0.31042	Historical	-117.2484661	32.68011136
270	0.2574	Historical	-117.247926	32.68109006
271	0.16969	Historical	-117.248068	32.68197644
272	0.070739	Historical	-117.2484997	32.68275274
273	0.033323	Historical	-117.2491082	32.68314642
274	0.040898	Historical	-117.2496091	32.68383397
275	0.11899	Historical	-117.249413	32.68473476
276	0.15808	Historical	-117.2498885	32.68562207
277	0.1754	Historical	-117.2498707	32.68653459
278	0.080639	Historical	-117.2499555	32.68742408
279	0.097727	Historical	-117.2497949	32.68836199
280	0.11054	Historical	-117.2498412	32.68931231
281	0.12837	Historical	-117.2503098	32.69010392
282	0.20395	Historical	-117.2510706	32.69078652
283	0.16232	Historical	-117.2518585	32.69146416
284	0.14301	Historical	-117.2524081	32.69217937
