1570	0.06	Historical	-117.8640267	33.58488933
1571	0.06	Historical	-117.8640588	33.58612103
1572	0.09	Historical	-117.8650856	33.58649433
1573	0.13	Historical	-117.8656739	33.58729349
1574	0.16	Historical	-117.8663323	33.58800283
1575	0.14	Historical	-117.8672895	33.58848872
1576	0.13	Historical	-117.8677729	33.58937256
1578	0.16	Historical	-117.8695277	33.59051653
1579	0.16	Historical	-117.8705087	33.59081448
1580	0.16	Historical	-117.8710378	33.59152706
1581	0.18	Historical	-117.8718952	33.59211931
1582	0.15	Historical	-117.8724734	33.59307293
1745	0.07	Historical	-118.0182535	33.66835965
1746	0.05	Historical	-118.0191219	33.66889555
1747	0.06	Historical	-118.0199725	33.6695487
1748	0.12	Historical	-118.020731	33.67008812
1749	0.16	Historical	-118.0215509	33.67066786
1750	0.16	Historical	-118.0223764	33.67132816
1751	0.23	Historical	-118.0230536	33.67201649
1752	0.23	Historical	-118.0237937	33.67256367
1753	0.27	Historical	-118.0247512	33.67313937
1754	0.21	Historical	-118.0254702	33.67371985
1755	0.16	Historical	-118.0262772	33.67441612
1756	0.20	Historical	-118.0270388	33.67496423
1757	0.21	Historical	-118.0276525	33.67571471
1758	0.21	Historical	-118.0283457	33.67641668
1759	0.21	Historical	-118.0291461	33.67711661
1760	0.21	Historical	-118.0298754	33.67768883
1761	0.21	Historical	-118.0307313	33.67834727
1762	0.21	Historical	-118.0313912	33.67897318
